,id,Nombre,Descubridor(es),Fecha,Observatorio o Sitio de observación
0,1,Ceres,G. Piazzi,1 de enero de 1801,Observatorio de Palermo
1,2,Pallas,H. W. M. Olbers,28 de marzo de 1802,Bremen
2,3,Juno,K. L. Harding,1 de septiembre de 1804,Lilienthal
3,4,Vesta,H. W. M. Olbers,29 de marzo de 1807,Bremen
4,5,Astraea,K. L. Hencke,8 de diciembre de 1845,Drezdenko[1]​
5,6,Hebe,K. L. Hencke,1 de julio de 1847,Drezdenko[1]​
6,7,Iris,J. R. Hind,13 de agosto de 1847,Observatorio George Bishop
7,8,Flora,J. R. Hind,18 de octubre de 1847,Observatorio George Bishop
8,9,Metis,A. Graham,25 de abril de 1848,Observatorio Markree
9,10,Hygiea,A. de Gasparis,12 de abril de 1849,Obs. Astronómico de Capodimonte
10,11,Parthenope,A. de Gasparis,11 de mayo de 1850,Obs. Astronómico de Capodimonte
11,12,Victoria,J. R. Hind,13 de septiembre de 1850,Observatorio George Bishop
12,13,Egeria,A. de Gasparis,2 de noviembre de 1850,Obs. Astronómico de Capodimonte
13,14,Irene,J. R. Hind,19 de mayo de 1851,Observatorio George Bishop
14,15,Eunomia,A. de Gasparis,29 de julio de 1851,Obs. Astronómico de Capodimonte
15,16,Psyche,A. de Gasparis,17 de marzo de 1852,Obs. Astronómico de Capodimonte
16,17,Thetis,K. T. R. Luther,17 de abril de 1852,Observatorio de Düsseldorf-Bilk
17,18,Melpomene,J. R. Hind,24 de junio de 1852,Observatorio George Bishop
18,19,Fortuna,J. R. Hind,22 de agosto de 1852,Observatorio George Bishop
19,20,Massalia,A. de Gasparis,19 de septiembre de 1852,Obs. Astronómico de Capodimonte
20,21,Lutetia,H. M. S. Goldschmidt,15 de noviembre de 1852,París
21,22,Kalliope,J. R. Hind,16 de noviembre de 1852,Observatorio George Bishop
22,23,Thalia,J. R. Hind,15 de diciembre de 1852,Observatorio George Bishop
23,24,Themis,A. de Gasparis,5 de abril de 1853,Obs. Astronómico de Capodimonte
24,25,Phocaea,J. Chacornac,6 de abril de 1853,Observatorio de Marsella
25,26,Proserpina,K. T. R. Luther,5 de mayo de 1853,Observatorio de Düsseldorf-Bilk
26,27,Euterpe,J. R. Hind,8 de noviembre de 1853,Observatorio George Bishop
27,28,Bellona,K. T. R. Luther,1 de marzo de 1854,Observatorio de Düsseldorf-Bilk
28,29,Amphitrite,A. Marth,1 de marzo de 1854,Observatorio George Bishop
29,30,Urania,J. R. Hind,22 de julio de 1854,Observatorio George Bishop
30,31,Euphrosyne,J. Ferguson,1 de septiembre de 1854,Obs. Naval de los Estados Unidos
31,32,Pomona,H. M. S. Goldschmidt,26 de octubre de 1854,París
32,33,Polyhymnia,J. Chacornac,28 de octubre de 1854,Observatorio de París
33,34,Circe,J. Chacornac,6 de abril de 1855,Observatorio de París
34,35,Leukothea,K. T. R. Luther,19 de abril de 1855,Observatorio de Düsseldorf-Bilk
35,36,Atalante,H. M. S. Goldschmidt,5 de octubre de 1855,París
36,37,Fides,K. T. R. Luther,5 de octubre de 1855,Observatorio de Düsseldorf-Bilk
37,38,Leda,J. Chacornac,12 de enero de 1856,Observatorio de París
38,39,Laetitia,J. Chacornac,8 de febrero de 1856,Observatorio de París
39,40,Harmonia,H. M. S. Goldschmidt,31 de marzo de 1856,París
40,41,Daphne,H. M. S. Goldschmidt,22 de mayo de 1856,París
41,42,Isis,N. R. Pogson,23 de mayo de 1856,"Observatorio Radcliffe, Oxford"
42,43,Ariadne,N. R. Pogson,15 de abril de 1857,"Observatorio Radcliffe, Oxford"
43,44,Nysa,H. M. S. Goldschmidt,27 de mayo de 1857,París
44,45,Eugenia,H. M. S. Goldschmidt,27 de junio de 1857,París
45,46,Hestia,N. R. Pogson,16 de agosto de 1857,"Observatorio Radcliffe, Oxford"
46,47,Aglaja,K. T. R. Luther,15 de septiembre de 1857,Observatorio de Düsseldorf-Bilk
47,48,Doris,H. M. S. Goldschmidt,19 de septiembre de 1857,París
48,49,Pales,H. M. S. Goldschmidt,19 de septiembre de 1857,París
49,50,Virginia,J. Ferguson,4 de octubre de 1857,Obs. Naval de los Estados Unidos
50,51,Nemausa,J. J. P. Laurent,22 de enero de 1858,Nimes
51,52,Europa,H. M. S. Goldschmidt,4 de febrero de 1858,París
52,53,Kalypso,K. T. R. Luther,4 de abril de 1858,Observatorio de Düsseldorf-Bilk
53,54,Alexandra,H. M. S. Goldschmidt,10 de septiembre de 1858,París
54,55,Pandora,G. M. Searle,10 de septiembre de 1858,"Observatorio Dudley, Albany"
55,56,Melete,H. M. S. Goldschmidt,9 de septiembre de 1857,París
56,57,Mnemosyne,K. T. R. Luther,22 de septiembre de 1859,Observatorio de Düsseldorf-Bilk
57,58,Concordia,K. T. R. Luther,24 de marzo de 1860,Observatorio de Düsseldorf-Bilk
58,59,Elpis,J. Chacornac,12 de septiembre de 1860,Observatorio de París
59,60,Echo,J. Ferguson,14 de septiembre de 1860,Obs. Naval de los Estados Unidos
60,61,Danaë,H. M. S. Goldschmidt,9 de septiembre de 1860,París
61,62,Erato,O. L. Lesser; W. J. Foerster,14 de septiembre de 1860,Berlín
62,63,Ausonia,A. de Gasparis,10 de febrero de 1861,Obs. Astronómico de Capodimonte
63,64,Angelina,E. W. L. Tempel,4 de marzo de 1861,Observatorio de Marsella
64,65,Cybele,E. W. L. Tempel,8 de marzo de 1861,Observatorio de Marsella
65,66,Maja,H. P. Tuttle,9 de abril de 1861,Observatorio del Harvard College
66,67,Asia,N. R. Pogson,17 de abril de 1861,Observatorio de Madrás
67,68,Leto,K. T. R. Luther,29 de abril de 1861,Observatorio de Düsseldorf-Bilk
68,69,Hesperia,G. V. Schiaparelli,29 de abril de 1861,Observatorio Astronómico de Brera
69,70,Panopaea,H. M. S. Goldschmidt,5 de mayo de 1861,París
70,71,Niobe,K. T. R. Luther,13 de agosto de 1861,Observatorio de Düsseldorf-Bilk
71,72,Feronia,C. H. F. Peters,29 de mayo de 1861,"Observatorio Litchfield, Clinton"
72,73,Klytia,H. P. Tuttle,7 de abril de 1862,Observatorio del Harvard College
73,74,Galatea,E. W. L. Tempel,29 de agosto de 1862,Observatorio de Marsella
74,75,Eurydike,C. H. F. Peters,22 de septiembre de 1862,"Observatorio Litchfield, Clinton"
75,76,Freia,H. L. d'Arrest,21 de octubre de 1862,Copenhague
76,77,Frigga,C. H. F. Peters,12 de noviembre de 1862,"Observatorio Litchfield, Clinton"
77,78,Diana,K. T. R. Luther,15 de marzo de 1863,Observatorio de Düsseldorf-Bilk
78,79,Eurynome,J. C. Watson,14 de septiembre de 1863,"Observatorio Detroit, Ann Arbor"
79,80,Sappho,N. R. Pogson,2 de mayo de 1864,Observatorio de Madrás
80,81,Terpsichore,E. W. L. Tempel,30 de septiembre de 1864,Observatorio de Marsella
81,82,Alkmene,K. T. R. Luther,27 de noviembre de 1864,Observatorio de Düsseldorf-Bilk
82,83,Beatrix,A. de Gasparis,26 de abril de 1865,Obs. Astronómico de Capodimonte
83,84,Klio,K. T. R. Luther,25 de agosto de 1865,Observatorio de Düsseldorf-Bilk
84,85,Io,C. H. F. Peters,19 de septiembre de 1865,"Observatorio Litchfield, Clinton"
85,86,Semele,F. Tietjen,4 de enero de 1866,Berlín
86,87,Sylvia,N. R. Pogson,16 de mayo de 1866,Observatorio de Madrás
87,88,Thisbe,C. H. F. Peters,15 de junio de 1866,"Observatorio Litchfield, Clinton"
88,89,Julia,E. J. M. Stephan,6 de agosto de 1866,Observatorio de Marsella
89,90,Antiope,K. T. R. Luther,1 de octubre de 1866,Observatorio de Düsseldorf-Bilk
90,91,Aegina,E. J. M. Stephan,4 de noviembre de 1866,Observatorio de Marsella
91,92,Undina,C. H. F. Peters,7 de julio de 1867,"Observatorio Litchfield, Clinton"
92,93,Minerva,J. C. Watson,24 de agosto de 1867,"Observatorio Detroit, Ann Arbor"
93,94,Aurora,J. C. Watson,6 de septiembre de 1867,"Observatorio Detroit, Ann Arbor"
94,95,Arethusa,K. T. R. Luther,23 de noviembre de 1867,Observatorio de Düsseldorf-Bilk
95,96,Aegle,J. E. Coggia,17 de febrero de 1868,Observatorio de Marsella
96,97,Klotho,E. W. L. Tempel,17 de febrero de 1868,Observatorio de Marsella
97,98,Ianthe,C. H. F. Peters,18 de abril de 1868,"Observatorio Litchfield, Clinton"
98,99,Dike,A. L. N. Borrelly,28 de mayo de 1868,Observatorio de Marsella
99,100,Hekate,J. C. Watson,11 de julio de 1868,"Observatorio Detroit, Ann Arbor"
100,101,Helena,J. C. Watson,15 de agosto de 1868,"Observatorio Detroit, Ann Arbor"
101,102,Miriam,C. H. F. Peters,22 de agosto de 1868,"Observatorio Litchfield, Clinton"
102,103,Hera,J. C. Watson,7 de septiembre de 1868,"Observatorio Detroit, Ann Arbor"
103,104,Klymene,J. C. Watson,13 de septiembre de 1868,"Observatorio Detroit, Ann Arbor"
104,105,Artemis,J. C. Watson,16 de septiembre de 1868,"Observatorio Detroit, Ann Arbor"
105,106,Dione,J. C. Watson,10 de octubre de 1868,"Observatorio Detroit, Ann Arbor"
106,107,Camilla,N. R. Pogson,17 de noviembre de 1868,Observatorio de Madrás
107,108,Hecuba,K. T. R. Luther,2 de abril de 1869,Observatorio de Düsseldorf-Bilk
108,109,Felicitas,C. H. F. Peters,9 de octubre de 1869,"Observatorio Litchfield, Clinton"
109,110,Lydia,A. L. N. Borrelly,19 de abril de 1870,Observatorio de Marsella
110,111,Ate,C. H. F. Peters,14 de agosto de 1870,"Observatorio Litchfield, Clinton"
111,112,Iphigenia,C. H. F. Peters,19 de septiembre de 1870,"Observatorio Litchfield, Clinton"
112,113,Amalthea,K. T. R. Luther,12 de marzo de 1871,Observatorio de Düsseldorf-Bilk
113,114,Kassandra,C. H. F. Peters,23 de julio de 1871,"Observatorio Litchfield, Clinton"
114,115,Thyra,J. C. Watson,6 de agosto de 1871,"Observatorio Detroit, Ann Arbor"
115,116,Sirona,C. H. F. Peters,8 de septiembre de 1871,"Observatorio Litchfield, Clinton"
116,117,Lomia,A. L. N. Borrelly,12 de septiembre de 1871,Observatorio de Marsella
117,118,Peitho,K. T. R. Luther,15 de marzo de 1872,Observatorio de Düsseldorf-Bilk
118,119,Althaea,J. C. Watson,3 de abril de 1872,"Observatorio Detroit, Ann Arbor"
119,120,Lachesis,A. L. N. Borrelly,10 de abril de 1872,Observatorio de Marsella
120,121,Hermione,J. C. Watson,12 de mayo de 1872,"Observatorio Detroit, Ann Arbor"
121,122,Gerda,C. H. F. Peters,31 de julio de 1872,"Observatorio Litchfield, Clinton"
122,123,Brunhild,C. H. F. Peters,31 de julio de 1872,"Observatorio Litchfield, Clinton"
123,124,Alkeste,C. H. F. Peters,23 de agosto de 1872,"Observatorio Litchfield, Clinton"
124,125,Liberatrix,M. P. Henry,11 de septiembre de 1872,Observatorio de París
125,126,Velleda,P. P. Henry,5 de noviembre de 1872,Observatorio de París
126,127,Johanna,M. P. Henry,5 de noviembre de 1872,Observatorio de París
127,128,Nemesis,J. C. Watson,25 de noviembre de 1872,"Observatorio Detroit, Ann Arbor"
128,129,Antigone,C. H. F. Peters,5 de febrero de 1873,"Observatorio Litchfield, Clinton"
129,130,Elektra,C. H. F. Peters,17 de febrero de 1873,"Observatorio Litchfield, Clinton"
130,131,Vala,C. H. F. Peters,24 de mayo de 1873,"Observatorio Litchfield, Clinton"
131,132,Aethra,J. C. Watson,13 de junio de 1873,"Observatorio Detroit, Ann Arbor"
132,133,Cyrene,J. C. Watson,16 de agosto de 1873,"Observatorio Detroit, Ann Arbor"
133,134,Sophrosyne,K. T. R. Luther,27 de septiembre de 1873,Observatorio de Düsseldorf-Bilk
134,135,Hertha,C. H. F. Peters,18 de febrero de 1874,"Observatorio Litchfield, Clinton"
135,136,Austria,J. Palisa,18 de marzo de 1874,Observatorio de Pula
136,137,Meliboea,J. Palisa,21 de abril de 1874,Observatorio de Pula
137,138,Tolosa,H. J. A. Perrotin,19 de mayo de 1874,Observatorio de Toulouse
138,139,Juewa,J. C. Watson,10 de octubre de 1874,Pekín
139,140,Siwa,J. Palisa,13 de octubre de 1874,Observatorio de Pula
140,141,Lumen,P. P. Henry,13 de enero de 1875,Observatorio de París
141,142,Polana,J. Palisa,28 de enero de 1875,Observatorio de Pula
142,143,Adria,J. Palisa,23 de febrero de 1875,Observatorio de Pula
143,144,Vibilia,C. H. F. Peters,3 de junio de 1875,"Observatorio Litchfield, Clinton"
144,145,Adeona,C. H. F. Peters,3 de junio de 1875,"Observatorio Litchfield, Clinton"
145,146,Lucina,A. L. N. Borrelly,8 de junio de 1875,Observatorio de Marsella
146,147,Protogeneia,L. Schulhof,10 de julio de 1875,Observatorio de Viena
147,148,Gallia,M. P. Henry,7 de agosto de 1875,Observatorio de París
148,149,Medusa,H. J. A. Perrotin,21 de septiembre de 1875,Observatorio de Toulouse
149,150,Nuwa,J. C. Watson,18 de octubre de 1875,"Observatorio Detroit, Ann Arbor"
150,151,Abundantia,J. Palisa,1 de noviembre de 1875,Observatorio de Pula
151,152,Atala,P. P. Henry,2 de noviembre de 1875,Observatorio de París
152,153,Hilda,J. Palisa,2 de noviembre de 1875,Observatorio de Pula
153,154,Bertha,M. P. Henry,4 de noviembre de 1875,Observatorio de París
154,155,Scylla,J. Palisa,8 de noviembre de 1875,Observatorio de Pula
155,156,Xanthippe,J. Palisa,22 de noviembre de 1875,Observatorio de Pula
156,157,Dejanira,A. L. N. Borrelly,1 de diciembre de 1875,Observatorio de Marsella
157,158,Koronis,V. K. Knorre,4 de enero de 1876,Berlín
158,159,Aemilia,P. P. Henry,26 de enero de 1876,Observatorio de París
159,160,Una,C. H. F. Peters,20 de febrero de 1876,"Observatorio Litchfield, Clinton"
160,161,Athor,J. C. Watson,19 de abril de 1876,"Observatorio Detroit, Ann Arbor"
161,162,Laurentia,M. P. Henry,21 de abril de 1876,Observatorio de París
162,163,Erigone,H. J. A. Perrotin,26 de abril de 1876,Observatorio de Toulouse
163,164,Eva,P. P. Henry,12 de julio de 1876,Observatorio de París
164,165,Loreley,C. H. F. Peters,9 de agosto de 1876,"Observatorio Litchfield, Clinton"
165,166,Rhodope,C. H. F. Peters,15 de agosto de 1876,"Observatorio Litchfield, Clinton"
166,167,Urda,C. H. F. Peters,28 de agosto de 1876,"Observatorio Litchfield, Clinton"
167,168,Sibylla,J. C. Watson,28 de septiembre de 1876,"Observatorio Detroit, Ann Arbor"
168,169,Zelia,M. P. Henry,28 de septiembre de 1876,Observatorio de París
169,170,Maria,H. J. A. Perrotin,10 de enero de 1877,Observatorio de Toulouse
170,171,Ophelia,A. L. N. Borrelly,13 de enero de 1877,Observatorio de Marsella
171,172,Baucis,A. L. N. Borrelly,5 de febrero de 1877,Observatorio de Marsella
172,173,Ino,A. L. N. Borrelly,1 de agosto de 1877,Observatorio de Marsella
173,174,Phaedra,J. C. Watson,2 de septiembre de 1877,"Observatorio Detroit, Ann Arbor"
174,175,Andromache,J. C. Watson,1 de octubre de 1877,"Observatorio Detroit, Ann Arbor"
175,176,Iduna,C. H. F. Peters,14 de octubre de 1877,"Observatorio Litchfield, Clinton"
176,177,Irma,P. P. Henry,5 de noviembre de 1877,Observatorio de París
177,178,Belisana,J. Palisa,6 de noviembre de 1877,Observatorio de Pula
178,179,Klytaemnestra,J. C. Watson,11 de noviembre de 1877,"Observatorio Detroit, Ann Arbor"
179,180,Garumna,H. J. A. Perrotin,29 de enero de 1878,Observatorio de Toulouse
180,181,Eucharis,P. Cottenot,2 de febrero de 1878,Observatorio de Marsella
181,182,Elsa,J. Palisa,7 de febrero de 1878,Observatorio de Pula
182,183,Istria,J. Palisa,8 de febrero de 1878,Observatorio de Pula
183,184,Dejopeja,J. Palisa,28 de febrero de 1878,Observatorio de Pula
184,185,Eunike,C. H. F. Peters,1 de marzo de 1878,"Observatorio Litchfield, Clinton"
185,186,Celuta,M. P. Henry,6 de abril de 1878,Observatorio de París
186,187,Lamberta,J. E. Coggia,11 de abril de 1878,Observatorio de Marsella
187,188,Menippe,C. H. F. Peters,18 de junio de 1878,"Observatorio Litchfield, Clinton"
188,189,Phthia,C. H. F. Peters,9 de septiembre de 1878,"Observatorio Litchfield, Clinton"
189,190,Ismene,C. H. F. Peters,22 de septiembre de 1878,"Observatorio Litchfield, Clinton"
190,191,Kolga,C. H. F. Peters,30 de septiembre de 1878,"Observatorio Litchfield, Clinton"
191,192,Nausikaa,J. Palisa,17 de febrero de 1879,Observatorio de Pula
192,193,Ambrosia,J. E. Coggia,28 de febrero de 1879,Observatorio de Marsella
193,194,Prokne,C. H. F. Peters,21 de marzo de 1879,"Observatorio Litchfield, Clinton"
194,195,Eurykleia,J. Palisa,19 de abril de 1879,Observatorio de Pula
195,196,Philomela,C. H. F. Peters,14 de mayo de 1879,"Observatorio Litchfield, Clinton"
196,197,Arete,J. Palisa,21 de mayo de 1879,Observatorio de Pula
197,198,Ampella,A. L. N. Borrelly,13 de junio de 1879,Observatorio de Marsella
198,199,Byblis,C. H. F. Peters,9 de julio de 1879,"Observatorio Litchfield, Clinton"
199,200,Dynamene,C. H. F. Peters,27 de julio de 1879,"Observatorio Litchfield, Clinton"
200,201,Penelope,J. Palisa,7 de agosto de 1879,Observatorio de Pula
201,202,Chryseïs,C. H. F. Peters,11 de septiembre de 1879,"Observatorio Litchfield, Clinton"
202,203,Pompeja,C. H. F. Peters,25 de septiembre de 1879,"Observatorio Litchfield, Clinton"
203,204,Kallisto,J. Palisa,8 de octubre de 1879,Observatorio de Pula
204,205,Martha,J. Palisa,13 de octubre de 1879,Observatorio de Pula
205,206,Hersilia,C. H. F. Peters,13 de octubre de 1879,"Observatorio Litchfield, Clinton"
206,207,Hedda,J. Palisa,17 de octubre de 1879,Observatorio de Pula
207,208,Lacrimosa,J. Palisa,21 de octubre de 1879,Observatorio de Pula
208,209,Dido,C. H. F. Peters,22 de octubre de 1879,"Observatorio Litchfield, Clinton"
209,210,Isabella,J. Palisa,12 de noviembre de 1879,Observatorio de Pula
210,211,Isolda,J. Palisa,10 de diciembre de 1879,Observatorio de Pula
211,212,Medea,J. Palisa,6 de febrero de 1880,Observatorio de Pula
212,213,Lilaea,C. H. F. Peters,16 de febrero de 1880,"Observatorio Litchfield, Clinton"
213,214,Aschera,J. Palisa,29 de febrero de 1880,Observatorio de Pula
214,215,Oenone,V. K. Knorre,7 de abril de 1880,Berlín
215,216,Kleopatra,J. Palisa,10 de abril de 1880,Observatorio de Pula
216,217,Eudora,J. E. Coggia,30 de agosto de 1880,Observatorio de Marsella
217,218,Bianca,J. Palisa,4 de septiembre de 1880,Observatorio de Pula
218,219,Thusnelda,J. Palisa,30 de septiembre de 1880,Observatorio de Pula
219,220,Stephania,J. Palisa,19 de mayo de 1881,Observatorio de Viena
220,221,Eos,J. Palisa,18 de enero de 1882,Observatorio de Viena
221,222,Lucia,J. Palisa,9 de febrero de 1882,Observatorio de Viena
222,223,Rosa,J. Palisa,9 de marzo de 1882,Observatorio de Viena
223,224,Oceana,J. Palisa,30 de marzo de 1882,Observatorio de Viena
224,225,Henrietta,J. Palisa,19 de abril de 1882,Observatorio de Viena
225,226,Weringia,J. Palisa,19 de julio de 1882,Observatorio de Viena
226,227,Philosophia,P. P. Henry,12 de agosto de 1882,Observatorio de París
227,228,Agathe,J. Palisa,19 de agosto de 1882,Observatorio de Viena
228,229,Adelinda,J. Palisa,22 de agosto de 1882,Observatorio de Viena
229,230,Athamantis,L. A. K. de Ball,3 de septiembre de 1882,Observatorio de Bothkamp
230,231,Vindobona,J. Palisa,10 de septiembre de 1882,Observatorio de Viena
231,232,Russia,J. Palisa,31 de enero de 1883,Observatorio de Viena
232,233,Asterope,A. L. N. Borrelly,11 de mayo de 1883,Observatorio de Marsella
233,234,Barbara,C. H. F. Peters,12 de agosto de 1883,"Observatorio Litchfield, Clinton"
234,235,Carolina,J. Palisa,28 de noviembre de 1883,Observatorio de Viena
235,236,Honoria,J. Palisa,26 de abril de 1884,Observatorio de Viena
236,237,Coelestina,J. Palisa,27 de junio de 1884,Observatorio de Viena
237,238,Hypatia,V. K. Knorre,1 de julio de 1884,Berlín
238,239,Adrastea,J. Palisa,18 de agosto de 1884,Observatorio de Viena
239,240,Vanadis,A. L. N. Borrelly,27 de agosto de 1884,Observatorio de Marsella
240,241,Germania,K. T. R. Luther,12 de septiembre de 1884,Observatorio de Düsseldorf-Bilk
241,242,Kriemhild,J. Palisa,22 de septiembre de 1884,Observatorio de Viena
242,243,Ida,J. Palisa,29 de septiembre de 1884,Observatorio de Viena
243,244,Sita,J. Palisa,14 de octubre de 1884,Observatorio de Viena
244,245,Vera,N. R. Pogson,6 de febrero de 1885,Observatorio de Madrás
245,246,Asporina,A. L. N. Borrelly,6 de marzo de 1885,Observatorio de Marsella
246,247,Eukrate,K. T. R. Luther,14 de marzo de 1885,Observatorio de Düsseldorf-Bilk
247,248,Lameia,J. Palisa,5 de junio de 1885,Observatorio de Viena
248,249,Ilse,C. H. F. Peters,16 de agosto de 1885,"Observatorio Litchfield, Clinton"
249,250,Bettina,J. Palisa,3 de septiembre de 1885,Observatorio de Viena
250,251,Sophia,J. Palisa,4 de octubre de 1885,Observatorio de Viena
251,252,Clementina,H. J. A. Perrotin,11 de octubre de 1885,Observatorio de Niza
252,253,Mathilde,J. Palisa,12 de noviembre de 1885,Observatorio de Viena
253,254,Augusta,J. Palisa,31 de marzo de 1886,Observatorio de Viena
254,255,Oppavia,J. Palisa,31 de marzo de 1886,Observatorio de Viena
255,256,Walpurga,J. Palisa,3 de abril de 1886,Observatorio de Viena
256,257,Silesia,J. Palisa,5 de abril de 1886,Observatorio de Viena
257,258,Tyche,K. T. R. Luther,4 de mayo de 1886,Observatorio de Düsseldorf-Bilk
258,259,Aletheia,C. H. F. Peters,28 de junio de 1886,"Observatorio Litchfield, Clinton"
259,260,Huberta,J. Palisa,3 de octubre de 1886,Observatorio de Viena
260,261,Prymno,C. H. F. Peters,31 de octubre de 1886,"Observatorio Litchfield, Clinton"
261,262,Valda,J. Palisa,3 de noviembre de 1886,Observatorio de Viena
262,263,Dresda,J. Palisa,3 de noviembre de 1886,Observatorio de Viena
263,264,Libussa,C. H. F. Peters,22 de diciembre de 1886,"Observatorio Litchfield, Clinton"
264,265,Anna,J. Palisa,25 de febrero de 1887,Observatorio de Viena
265,266,Aline,J. Palisa,17 de mayo de 1887,Observatorio de Viena
266,267,Tirza,A. H. Charlois,27 de mayo de 1887,Observatorio de Niza
267,268,Adorea,A. L. N. Borrelly,8 de junio de 1887,Observatorio de Marsella
268,269,Justitia,J. Palisa,21 de septiembre de 1887,Observatorio de Viena
269,270,Anahita,C. H. F. Peters,8 de octubre de 1887,"Observatorio Litchfield, Clinton"
270,271,Penthesilea,V. K. Knorre,13 de octubre de 1887,Berlín
271,272,Antonia,A. H. Charlois,4 de febrero de 1888,Observatorio de Niza
272,273,Atropos,J. Palisa,8 de marzo de 1888,Observatorio de Viena
273,274,Philagoria,J. Palisa,3 de abril de 1888,Observatorio de Viena
274,275,Sapientia,J. Palisa,15 de abril de 1888,Observatorio de Viena
275,276,Adelheid,J. Palisa,17 de abril de 1888,Observatorio de Viena
276,277,Elvira,A. H. Charlois,3 de mayo de 1888,Observatorio de Niza
277,278,Paulina,J. Palisa,16 de mayo de 1888,Observatorio de Viena
278,279,Thule,J. Palisa,25 de octubre de 1888,Observatorio de Viena
279,280,Philia,J. Palisa,29 de octubre de 1888,Observatorio de Viena
280,281,Lucretia,J. Palisa,31 de octubre de 1888,Observatorio de Viena
281,282,Clorinde,A. H. Charlois,28 de enero de 1889,Observatorio de Niza
